timestamp,author_id,text,geo
2025-06-18 09:12:11+00:00,1497493065308770305,"RT @CraigMurrayOrg: Hundreds of civilian casualties today as Israeli tanks open fire on the food queues in Gaza.

Tanks. Firing on the food…",
2025-06-18 09:12:11+00:00,1648826380279480323,RT @Chief30k: I made a school project about STDS with my mom when I was younger. It was fire https://t.co/Yl1sfSx6y6,
2025-06-18 09:12:10+00:00,1801972467344269312,"RT @StephenM: Biden let approximately 10,000 illegals into the United States daily.

Daily.

The flood washed in.

Now it must go back out.",
2025-06-18 09:12:10+00:00,1931969045714317312,"RT @NASA: During hurricane season, we deliver timely flood maps, power outage insights, and landslide risk assessments to state and federal…",
2025-06-18 09:12:10+00:00,1845889962660745216,"RT @Theblackfemini3: Anyway, let's rehash this post. 

My gallbladder surgery has been postponed again. 

Electricity is too expensive, we…",
2025-06-18 09:12:10+00:00,1448972889609306114,"RT @shibaken_nu: ＼ぬいぐるみクラファンスタートだ／

蓄光で光るハスキーの蓄光で光るぬいぐるみプロジェクトがスタートしました⭐️

よろしくお願いいたします！

https://t.co/SiMPdoecv5 https://t.co/OJe5G16B0J",
2025-06-18 09:12:10+00:00,796460179881476096,"RT @ireallyhateyou: ""Leave Gaza, save yourselves. The flood that's coming down on you isn't from Al-Aqsa but from the Western Wall. This ti…",
2025-06-18 09:12:10+00:00,1273225738204807168,"RT @ouen296: 総額10万円分のAmazonギフトカード✨
リポストで毎月296名に🎁

／

お知らせ提供 @CFmeikan

【傘の不満ゼロへの進化】悩み解消できる機能をこの1本に｜ワンプッシュ自動開閉傘
https://t.co/tllUID9b2H

＼…",
2025-06-18 09:12:09+00:00,1931692175776968704,Predicting value is like trying to catch a lightning bug in a hurricane,
2025-06-18 09:12:09+00:00,1820949526603317248,"RT @projecteldrem: 🔥🐉When dragon and rider move as one, kingdoms tremble.
This is not just a mount, it's a bond forged in fire, sharpened i…",
2025-06-18 09:12:09+00:00,1723270681037520896,@AryJeay Great arrest every mossad agent and burn them in fire,
